StudentID,Name,Major,GPA,EnrollmentDate
102568,Ari,Computer Science,3.43,2018-03-26
102569,Budi,Business,2.28,2021-06-16
102570,Eka,Business,3.8,2020-10-29
102571,Ari,Business,3.03,2019-12-09
102572,Cici,Law,3.51,2021-05-16
102573,Budi,Engineering,3.07,2021-11-22
102574,Cici,Law,2.07,2019-02-18
102575,Ari,Computer Science,2.19,2018-11-10
102576,Eka,Law,3.6,2021-06-13
102577,Eka,Computer Science,2.4,2022-06-28
102578,Cici,Business,3.66,2019-01-08
102579,Eka,Business,2.63,2018-08-26
102580,Cici,Engineering,3.19,2021-10-02
102581,Cici,Business,2.39,2022-11-03
102582,Budi,Business,2.64,2021-07-06
102583,Budi,Law,2.93,2022-11-28
102584,Cici,Business,2.64,2020-03-24
102585,Budi,Computer Science,3.31,2019-08-14
102586,Dina,Business,3.7,2018-11-29
102587,Budi,Engineering,3.03,2019-02-16
102588,Dina,Engineering,3.62,2019-06-21
102589,Dina,Law,3.0,2020-11-11
102590,Budi,Computer Science,2.3,2020-01-02
102591,Cici,Computer Science,2.26,2018-08-23
102592,Cici,Law,2.09,2019-09-15
102593,Cici,Law,3.86,2020-03-19
102594,Ari,Business,2.43,2018-12-06
102595,Ari,Computer Science,2.74,2020-09-14
102596,Ari,Engineering,3.24,2022-02-06
102597,Budi,Engineering,2.79,2022-01-08
102598,Ari,Law,3.71,2021-03-28
102599,Budi,Computer Science,2.54,2018-04-19
102600,Eka,Computer Science,,2019-03-16
102601,Dina,Law,2.54,2020-11-28
102602,Budi,Law,3.31,2020-12-21
102603,Ari,Law,2.47,2021-06-02
102604,Budi,Engineering,3.2,2021-05-30
102605,Dina,Engineering,3.79,2020-04-22
102606,Budi,Computer Science,3.84,2022-07-26
102607,Cici,Business,2.45,2021-10-26
102608,Cici,Computer Science,3.14,2020-05-29
102609,Eka,Computer Science,2.73,2021-01-11
102610,Dina,Business,2.58,2018-02-11
102611,Ari,Business,3.26,2022-03-05
102612,Ari,Computer Science,2.27,2021-11-02
102613,Eka,Law,2.74,2019-08-17
102614,Ari,Computer Science,3.78,2021-10-07
102615,Budi,Engineering,2.03,2018-04-03
102616,Eka,Computer Science,2.41,2019-09-16
102617,Budi,Engineering,2.41,2018-08-06
102618,Ari,Business,3.43,2022-12-26
102619,Eka,Computer Science,3.3,2018-05-06
102620,Ari,Engineering,3.71,2019-10-03
102621,Cici,Law,3.12,2020-06-09
102622,Dina,Engineering,3.41,2018-08-25
102623,Ari,Engineering,3.77,2021-02-12
102624,Cici,Computer Science,3.13,2021-11-30
102625,Eka,Law,3.86,2019-05-22
102626,Dina,Engineering,2.88,2021-03-08
102627,Eka,Law,3.04,2022-03-28
102628,Budi,Computer Science,3.96,2020-07-29
102629,Ari,Business,3.5,2021-06-19
102630,Cici,Business,2.18,2019-05-02
102631,Cici,Business,3.48,2019-08-04
102632,Cici,Engineering,3.0,2019-12-22
102633,Dina,Law,3.13,2018-01-16
102634,Cici,Engineering,3.37,2021-12-04
102635,Ari,Computer Science,3.52,2018-06-11
102636,Cici,Law,2.46,2018-06-21
102637,Dina,Law,3.83,2020-10-12
102638,Eka,Computer Science,3.39,2020-02-28
102639,Budi,Business,2.21,2019-09-14
102640,Dina,Law,2.35,2018-05-27
102641,Eka,Law,3.34,2018-11-25
102642,Cici,Engineering,3.0,2022-02-13
102643,Dina,Computer Science,2.73,2019-08-01
102644,Budi,Law,2.9,2019-07-10
102645,Budi,Law,3.46,2021-02-13
102646,Dina,Law,2.27,2019-02-01
102647,Ari,Law,3.11,2020-08-12
102648,Cici,Engineering,3.06,2022-10-18
102649,Dina,Engineering,2.76,2019-06-12
102650,Ari,Business,3.57,2019-02-28
102651,Dina,Law,2.55,2022-01-04
102652,Eka,Engineering,2.18,2022-06-26
102653,Cici,Engineering,2.24,2019-04-26
102654,Eka,Computer Science,3.97,2021-10-07
102655,Dina,Engineering,2.67,2018-05-08
102656,Eka,Computer Science,2.06,2020-01-01
102657,Budi,Computer Science,3.74,2019-04-02
102658,Eka,Computer Science,2.63,2019-02-20
102659,Budi,Engineering,2.02,2022-03-05
102660,Ari,Engineering,3.2,2021-12-29
102661,Budi,Business,2.44,2018-06-09
102662,Cici,Computer Science,2.6,2020-02-11
102663,Ari,Law,3.07,2018-10-02
102664,Ari,Engineering,3.9,2020-04-16
102665,Dina,Engineering,3.86,2021-09-25
102666,Ari,Business,2.07,2022-12-15
102667,Dina,Computer Science,3.08,2021-03-08
102668,Eka,Law,2.31,2018-01-02
102669,Budi,Law,2.17,2019-10-18
102670,Eka,Engineering,3.07,2019-03-30
102671,Ari,Engineering,2.02,2018-11-21
102672,Budi,Computer Science,2.79,2020-09-17
102673,Dina,Computer Science,2.46,2021-10-13
102674,Ari,Engineering,3.19,2018-01-15
102675,Ari,Law,3.69,2018-04-04
102676,Ari,Computer Science,4.0,2021-07-08
102677,Eka,Engineering,2.62,2020-02-18
102678,Dina,Law,2.7,2019-07-10
102679,Budi,Business,2.64,2022-12-16
102680,Cici,Law,3.11,2021-05-02
102681,Eka,Computer Science,2.48,2020-08-18
102682,Ari,Computer Science,2.35,2022-01-17
102683,Eka,Engineering,2.98,2018-02-12
102684,Eka,Law,3.68,2019-03-03
102685,Ari,Business,2.54,2018-08-20
102686,Budi,Law,2.81,2020-08-11
102687,Eka,Engineering,2.46,2022-12-08
102688,Ari,Engineering,2.91,2018-04-03
102689,Cici,Computer Science,3.89,2021-01-06
102690,Eka,Engineering,3.36,2020-01-09
102691,Budi,Engineering,3.0,2020-06-19
102692,Eka,Engineering,2.33,2018-12-06
102693,Budi,Computer Science,2.34,2018-10-19
102694,Budi,Law,3.65,2019-11-25
102695,Dina,Law,3.78,2022-10-15
102696,Dina,Computer Science,2.48,2018-08-03
102697,Budi,Computer Science,3.68,2021-01-22
102698,Dina,Business,2.44,2020-08-23
102699,Ari,Business,3.8,2022-04-18
102700,Budi,Law,3.25,2019-05-03
102701,Ari,Computer Science,2.27,2020-09-16
102702,Budi,Computer Science,2.84,2020-03-23
102703,Ari,Law,2.73,2021-07-24
102704,Ari,Engineering,2.98,2021-04-13
102705,Cici,Engineering,2.51,2022-12-23
102706,Eka,Computer Science,3.36,2022-04-16
102707,Budi,Engineering,3.41,2018-02-28
102708,Budi,Computer Science,3.7,2019-09-29
102709,Ari,Computer Science,2.41,2019-01-13
102710,Dina,Engineering,2.42,2022-09-29
102711,Eka,Business,2.74,2018-07-14
102712,Cici,Engineering,2.72,2019-10-12
102713,Dina,Business,2.63,2018-11-27
102714,Eka,Business,2.55,2020-11-28
102715,Budi,Engineering,3.24,2019-07-31
102716,Ari,Engineering,3.22,2020-07-27
102717,Cici,Computer Science,3.07,2020-07-22
102718,Budi,Computer Science,3.06,2022-08-13
102719,Ari,Law,3.93,2020-11-22
102720,Budi,Computer Science,3.73,2020-05-08
102721,Dina,Engineering,2.86,2022-04-05
102722,Eka,Business,2.82,2018-03-28
102723,Cici,Law,3.56,2020-10-18
102724,Cici,Computer Science,3.1,2020-01-11
102725,Budi,Engineering,2.39,2022-10-22
102726,Budi,Law,2.43,2018-04-30
102727,Eka,Engineering,2.5,2020-07-21
102728,Dina,Law,3.71,2022-11-28
102729,Dina,Law,3.21,2020-09-24
102730,Cici,Engineering,2.52,2020-04-09
102731,Ari,Business,3.38,2022-12-06
102732,Eka,Computer Science,2.65,2021-07-11
102733,Dina,Business,2.45,2019-02-20
102734,Budi,Law,3.72,2021-06-25
102735,Eka,Law,3.29,2019-06-22
102736,Dina,Law,3.68,2021-09-15
102737,Budi,Engineering,2.84,2018-06-19
102738,Eka,Business,3.19,2020-05-07
102739,Budi,Engineering,3.87,2022-06-23
102740,Cici,Law,3.57,2020-10-18
102741,Ari,Computer Science,2.71,2020-10-09
102742,Eka,Law,2.92,2021-09-13
102743,Cici,Business,2.34,2018-02-07
102744,Budi,Computer Science,3.47,2019-01-23
102745,Cici,Computer Science,2.95,2019-11-04
102746,Eka,Engineering,3.19,2019-02-04
102747,Budi,Business,2.14,2020-12-16
102748,Cici,Engineering,3.07,2019-01-02
102749,Budi,Law,2.78,2019-07-28
102750,Eka,Law,2.05,2021-08-19
102751,Eka,Law,3.72,2022-10-15
102752,Budi,Business,2.14,2022-05-04
102753,Eka,Computer Science,2.72,2020-09-02
102754,Ari,Computer Science,3.19,2022-11-19
102755,Ari,Business,2.15,2021-01-16
102756,Budi,Engineering,2.02,2020-06-04
102757,Eka,Business,3.04,2018-10-30
102758,Dina,Business,2.09,2020-08-14
102759,Dina,Engineering,3.3,2022-02-16
102760,Budi,Business,3.41,2018-06-19
102761,Cici,Engineering,3.72,2021-10-24
102762,Eka,Engineering,2.26,2021-02-16
102763,Ari,Law,2.31,2020-11-15
102764,Eka,Law,2.38,2022-11-12
102765,Eka,Engineering,2.64,2020-06-20
102766,Ari,Business,3.84,2020-04-23
102767,Ari,Computer Science,2.29,2019-07-30
102768,Ari,Law,3.05,2019-02-26
102769,Dina,Engineering,2.61,2022-01-29
102770,Budi,Law,3.24,2018-12-22
102771,Eka,Law,2.89,2018-01-15
102772,Dina,Computer Science,3.82,2020-06-25
102773,Cici,Computer Science,3.31,2019-09-14
102774,Dina,Computer Science,3.7,2021-05-08
102775,Eka,Computer Science,3.04,2018-10-29
102776,Budi,Law,3.21,2018-10-20
102777,Budi,Law,2.72,2018-12-06
102778,Cici,Law,2.41,2019-02-17
102779,Budi,Business,3.99,2022-06-25
102780,Dina,Engineering,2.31,2018-10-25
102781,Budi,Business,3.35,2020-03-19
102782,Ari,Business,2.79,2022-08-05
102783,Cici,Computer Science,3.84,2019-10-11
102784,Eka,Computer Science,3.21,2020-12-04
102785,Ari,Engineering,2.27,2022-07-06
102786,Budi,Business,3.4,2021-06-01
102787,Dina,Computer Science,3.29,2020-05-15
102788,Cici,Computer Science,3.27,2022-09-09
102789,Budi,Computer Science,3.62,2022-08-29
102790,Dina,Law,3.89,2021-04-23
102791,Cici,Engineering,2.98,2020-05-09
102792,Cici,Business,3.99,2019-05-18
102793,Cici,Law,3.26,2020-01-25
102794,Eka,Law,2.44,2022-05-06
102795,Dina,Engineering,3.91,2020-02-27
102796,Dina,Computer Science,3.15,2020-12-07
102797,Dina,Computer Science,3.82,2019-02-24
102798,Cici,Engineering,2.37,2021-02-17
102799,Ari,Engineering,2.14,2022-05-30
102800,Ari,Engineering,,2019-12-22
102801,Eka,Law,3.99,2022-06-13
102802,Eka,Engineering,2.72,2020-02-13
102803,Eka,Engineering,2.87,2020-06-08
102804,Eka,Business,2.8,2020-06-18
102805,Eka,Law,3.77,2019-09-29
102806,Cici,Engineering,3.94,2019-09-29
102807,Budi,Law,2.24,2020-08-09
102808,Budi,Law,2.54,2020-04-04
102809,Dina,Engineering,2.74,2019-07-07
102810,Cici,Engineering,3.43,2020-08-16
102811,Budi,Engineering,2.41,2021-02-09
102812,Dina,Computer Science,3.44,2019-07-10
102813,Cici,Engineering,2.67,2018-10-04
102814,Cici,Law,2.07,2018-08-26
102815,Cici,Business,2.22,2020-06-22
102816,Dina,Computer Science,3.84,2022-04-28
102817,Budi,Engineering,3.24,2019-03-17
102818,Dina,Computer Science,3.28,2019-06-06
102819,Cici,Engineering,3.82,2021-05-01
102820,Cici,Law,2.12,2018-01-24
102821,Dina,Engineering,3.95,2021-08-15
102822,Eka,Law,3.7,2020-10-25
102823,Cici,Computer Science,3.67,2021-03-03
102824,Budi,Computer Science,2.94,2018-05-27
102825,Budi,Business,2.91,2019-09-06
102826,Ari,Law,3.52,2020-01-19
102827,Ari,Business,2.5,2018-09-15
102828,Ari,Business,2.7,2018-04-04
102829,Dina,Law,3.27,2020-05-26
102830,Eka,Business,2.14,2020-10-29
102831,Cici,Law,3.42,2021-11-05
102832,Eka,Business,3.28,2018-05-10
102833,Cici,Computer Science,3.37,2019-07-15
102834,Cici,Engineering,3.02,2021-06-01
102835,Cici,Law,2.77,2018-02-01
102836,Eka,Engineering,3.54,2020-08-05
102837,Eka,Business,3.25,2020-12-24
102838,Budi,Business,2.85,2019-04-23
102839,Budi,Computer Science,3.87,2018-12-10
102840,Budi,Law,2.77,2018-05-02
102841,Cici,Business,2.93,2020-09-01
102842,Ari,Computer Science,2.94,2021-04-01
102843,Budi,Business,2.37,2022-03-29
102844,Budi,Computer Science,2.69,2021-10-03
102845,Cici,Computer Science,2.96,2019-08-07
102846,Eka,Business,3.21,2018-06-01
102847,Dina,Business,2.93,2022-06-18
102848,Eka,Computer Science,3.86,2021-12-13
102849,Budi,Computer Science,3.75,2022-12-01
102850,Ari,Law,3.89,2019-09-18
102851,Dina,Computer Science,2.38,2018-08-29
102852,Cici,Engineering,2.96,2022-05-19
102853,Cici,Law,2.05,2022-12-30
102854,Budi,Law,3.7,2019-09-15
102855,Cici,Law,3.75,2018-08-02
102856,Dina,Business,3.21,2021-07-29
102857,Eka,Engineering,2.65,2019-10-07
102858,Dina,Computer Science,2.16,2020-04-27
102859,Dina,Computer Science,3.93,2018-03-04
102860,Cici,Business,3.75,2020-08-01
102861,Budi,Business,2.57,2020-10-03
102862,Cici,Engineering,3.31,2022-08-18
102863,Ari,Computer Science,3.62,2022-11-17
102864,Budi,Computer Science,2.13,2019-08-26
102865,Budi,Business,2.34,2020-02-09
102866,Ari,Business,3.79,2018-10-11
102867,Ari,Engineering,3.13,2019-01-25
102868,Cici,Computer Science,3.07,2019-06-24
102869,Ari,Engineering,3.87,2022-04-07
102870,Budi,Engineering,2.38,2020-02-11
102871,Cici,Business,2.5,2021-02-16
102872,Ari,Business,2.49,2018-06-04
102873,Ari,Engineering,3.3,2018-10-03
102874,Budi,Computer Science,2.26,2018-08-06
102875,Eka,Computer Science,3.03,2022-08-28
102876,Eka,Business,2.93,2021-03-03
102877,Budi,Law,3.47,2018-03-03
102878,Eka,Business,3.32,2022-11-25
102879,Budi,Business,2.0,2021-11-23
102880,Budi,Computer Science,3.91,2019-11-16
102881,Cici,Business,3.09,2022-08-21
102882,Dina,Computer Science,2.44,2020-12-23
102883,Ari,Engineering,3.15,2021-04-17
102884,Budi,Law,3.99,2018-01-15
102885,Ari,Computer Science,3.23,2018-06-10
102886,Ari,Computer Science,3.31,2019-10-04
102887,Dina,Computer Science,3.91,2022-04-03
102888,Eka,Business,2.54,2018-08-14
102889,Ari,Engineering,3.78,2019-08-19
102890,Cici,Law,2.81,2018-11-24
102891,Budi,Law,3.57,2021-03-08
102892,Cici,Computer Science,2.95,2021-07-02
102893,Budi,Business,2.12,2021-08-14
102894,Dina,Computer Science,3.13,2022-06-04
102895,Cici,Engineering,3.42,2018-01-01
102896,Eka,Engineering,2.48,2022-10-12
102897,Eka,Law,3.22,2018-01-05
102898,Budi,Business,2.84,2021-07-19
102899,Eka,Law,3.35,2021-04-25
102900,Cici,Engineering,2.15,2022-02-14
102901,Eka,Business,2.63,2020-11-24
102902,Dina,Business,2.6,2018-05-23
102903,Budi,Business,3.11,2018-02-14
102904,Cici,Law,3.51,2018-05-19
102905,Dina,Computer Science,2.45,2022-05-29
102906,Ari,Computer Science,2.42,2018-03-24
102907,Dina,Law,3.77,2022-05-27
102908,Cici,Engineering,2.41,2020-06-26
102909,Cici,Law,3.98,2020-11-09
102910,Ari,Law,3.12,2020-12-05
102911,Dina,Computer Science,3.43,2019-06-07
102912,Ari,Business,2.26,2021-09-06
102913,Ari,Computer Science,2.2,2022-04-10
102914,Eka,Engineering,2.12,2022-10-21
102915,Eka,Engineering,3.74,2021-03-05
102916,Cici,Law,2.55,2019-08-01
102917,Budi,Computer Science,3.93,2019-06-29
102918,Ari,Law,3.58,2022-10-18
102919,Budi,Engineering,2.52,2019-08-11
102920,Budi,Business,3.17,2018-05-29
102921,Budi,Computer Science,2.64,2021-04-23
102922,Ari,Law,3.36,2019-02-22
102923,Cici,Business,3.7,2022-11-20
102924,Budi,Computer Science,2.9,2018-03-31
102925,Budi,Computer Science,2.64,2019-03-10
102926,Cici,Law,3.73,2018-07-21
102927,Ari,Engineering,2.44,2021-01-14
102928,Budi,Computer Science,2.7,2022-12-28
102929,Cici,Business,3.7,2022-03-31
102930,Ari,Law,3.58,2020-06-14
102931,Budi,Law,2.06,2020-07-30
102932,Dina,Law,3.9,2020-11-28
102933,Dina,Computer Science,3.61,2020-06-05
102934,Ari,Business,3.19,2020-04-14
102935,Eka,Engineering,3.27,2020-06-07
102936,Eka,Computer Science,2.4,2018-01-18
102937,Cici,Law,3.6,2020-10-16
102938,Eka,Business,2.7,2021-03-17
102939,Cici,Computer Science,2.25,2019-05-08
102940,Ari,Law,3.99,2022-10-04
102941,Budi,Engineering,2.05,2022-04-29
102942,Dina,Business,3.15,2022-01-29
102943,Dina,Law,2.88,2019-05-15
102944,Budi,Law,3.39,2022-02-26
102945,Dina,Law,3.57,2022-01-08
102946,Dina,Law,3.47,2020-01-06
102947,Ari,Engineering,3.23,2022-09-21
102948,Dina,Computer Science,3.35,2018-10-04
102949,Budi,Law,2.98,2018-06-21
102950,Eka,Business,3.19,2020-04-17
102951,Budi,Computer Science,3.11,2021-02-04
102952,Cici,Business,3.8,2022-05-12
102953,Dina,Law,3.27,2019-07-25
102954,Cici,Business,3.96,2021-12-04
102955,Dina,Computer Science,2.35,2020-05-31
102956,Budi,Law,2.34,2018-05-23
102957,Eka,Computer Science,3.19,2022-08-11
102958,Budi,Engineering,2.93,2019-05-29
102959,Cici,Computer Science,3.44,2019-07-09
102960,Dina,Computer Science,3.05,2020-09-01
102961,Ari,Law,2.31,2020-08-07
102962,Budi,Business,2.88,2018-04-29
102963,Ari,Law,2.19,2020-01-22
102964,Ari,Computer Science,3.47,2021-12-14
102965,Dina,Business,2.19,2021-02-11
102966,Budi,Engineering,2.5,2020-11-10
102967,Budi,Engineering,2.76,2018-02-28
102968,Cici,Law,2.94,2019-01-20
102969,Ari,Computer Science,2.15,2019-08-30
102970,Ari,Engineering,3.63,2021-02-11
102971,Dina,Law,2.31,2022-11-23
102972,Cici,Computer Science,2.96,2022-06-06
102973,Cici,Computer Science,2.19,2019-03-07
102974,Budi,Computer Science,2.28,2018-07-07
102975,Dina,Business,3.55,2021-02-17
102976,Ari,Business,3.95,2021-08-06
102977,Dina,Business,3.13,2020-10-28
102978,Budi,Business,3.49,2020-04-27
102979,Ari,Law,3.18,2019-12-17
102980,Dina,Business,2.72,2020-03-21
102981,Cici,Engineering,2.45,2019-11-11
102982,Cici,Engineering,3.65,2019-11-14
102983,Ari,Engineering,3.26,2020-02-23
102984,Budi,Law,2.3,2020-02-21
102985,Eka,Business,3.63,2020-03-20
102986,Eka,Business,3.6,2021-02-28
102987,Budi,Law,2.84,2021-07-22
102988,Cici,Computer Science,3.35,2020-04-27
102989,Cici,Computer Science,2.6,2019-01-10
102990,Cici,Computer Science,3.36,2022-08-31
102991,Budi,Engineering,2.62,2022-08-18
102992,Dina,Computer Science,3.44,2018-01-29
102993,Dina,Computer Science,2.39,2021-07-17
102994,Budi,Law,3.63,2018-04-22
102995,Cici,Engineering,3.91,2021-08-28
102996,Ari,Engineering,2.83,2021-07-27
102997,Eka,Computer Science,3.81,2018-11-01
102998,Dina,Business,2.83,2021-09-21
102999,Budi,Computer Science,2.02,2021-06-12
103000,Ari,Computer Science,,2021-04-09
103001,Dina,Law,3.98,2019-04-14
103002,Ari,Engineering,3.19,2022-11-18
103003,Dina,Computer Science,3.36,2019-05-26
103004,Cici,Engineering,2.32,2020-01-18
103005,Cici,Engineering,3.86,2020-07-20
103006,Dina,Engineering,3.98,2019-09-12
103007,Ari,Engineering,3.23,2020-05-13
103008,Budi,Law,2.77,2022-03-04
103009,Ari,Business,2.31,2021-07-01
103010,Budi,Law,2.62,2020-07-11
103011,Ari,Law,2.85,2021-01-10
103012,Ari,Business,2.29,2022-09-06
103013,Budi,Computer Science,2.52,2022-10-28
103014,Dina,Business,4.0,2018-07-20
103015,Ari,Business,2.31,2018-05-07
103016,Ari,Business,2.79,2021-06-20
103017,Budi,Computer Science,3.7,2019-11-02
103018,Dina,Law,3.33,2019-06-13
103019,Dina,Business,2.79,2018-01-04
103020,Ari,Business,2.96,2022-04-22
103021,Ari,Law,3.27,2019-01-03
103022,Cici,Engineering,3.41,2020-06-01
103023,Dina,Law,2.52,2022-07-22
103024,Eka,Computer Science,3.73,2019-08-02
103025,Eka,Business,3.95,2020-12-16
103026,Budi,Engineering,3.21,2022-11-10
103027,Ari,Law,3.72,2018-03-15
103028,Dina,Business,3.91,2022-10-11
103029,Eka,Engineering,3.61,2020-12-08
103030,Eka,Law,2.89,2021-12-06
103031,Eka,Business,2.07,2020-03-13
103032,Ari,Computer Science,2.84,2022-01-06
103033,Eka,Computer Science,3.86,2021-01-15
103034,Eka,Law,2.34,2019-01-07
103035,Eka,Engineering,3.8,2019-02-14
103036,Cici,Business,2.81,2022-12-24
103037,Cici,Law,2.25,2021-05-16
103038,Dina,Law,2.01,2021-10-06
103039,Budi,Business,2.4,2020-10-12
103040,Dina,Computer Science,3.9,2019-02-03
103041,Cici,Engineering,2.57,2021-05-01
103042,Budi,Computer Science,3.9,2018-01-26
103043,Dina,Computer Science,3.95,2022-08-31
103044,Dina,Engineering,3.9,2021-02-03
103045,Cici,Business,3.96,2020-01-17
103046,Ari,Law,2.91,2022-09-12
103047,Eka,Computer Science,2.17,2022-02-25
103048,Cici,Business,2.54,2018-11-23
103049,Eka,Engineering,3.68,2020-05-14
103050,Dina,Engineering,3.15,2021-01-07
103051,Ari,Computer Science,2.13,2018-06-05
103052,Eka,Law,3.76,2018-12-07
103053,Ari,Law,3.13,2018-12-21
103054,Ari,Computer Science,3.23,2021-01-08
103055,Budi,Engineering,3.44,2019-03-29
103056,Eka,Engineering,3.13,2018-08-08
103057,Cici,Computer Science,2.95,2021-10-11
103058,Cici,Engineering,2.32,2022-02-08
103059,Cici,Engineering,3.62,2019-05-15
103060,Budi,Law,2.17,2018-10-19
103061,Eka,Law,3.61,2020-01-24
103062,Eka,Business,2.75,2022-07-01
103063,Ari,Engineering,2.22,2022-09-13
103064,Dina,Engineering,3.36,2020-09-21
103065,Dina,Business,2.18,2020-07-16
103066,Budi,Business,3.0,2019-01-26
103067,Eka,Business,3.97,2021-10-26
103068,Eka,Engineering,3.73,2020-03-23
103069,Eka,Computer Science,2.5,2022-11-24
103070,Eka,Computer Science,3.87,2019-03-21
103071,Ari,Engineering,3.82,2022-05-19
103072,Budi,Engineering,3.76,2021-01-31
103073,Budi,Law,2.02,2021-01-07
103074,Budi,Engineering,3.65,2018-03-15
103075,Eka,Computer Science,2.86,2020-11-26
103076,Eka,Law,2.55,2021-12-26
103077,Eka,Business,3.19,2022-07-09
103078,Cici,Law,3.52,2018-06-28
103079,Dina,Business,3.61,2022-12-05
103080,Dina,Computer Science,2.44,2020-08-14
103081,Budi,Computer Science,2.01,2018-10-02
103082,Eka,Business,2.17,2019-06-03
103083,Dina,Business,3.03,2020-10-07
103084,Budi,Engineering,3.47,2020-07-22
103085,Ari,Computer Science,3.38,2020-10-28
103086,Budi,Engineering,3.36,2022-05-16
103087,Ari,Computer Science,2.12,2022-10-29
103088,Eka,Business,2.76,2019-02-21
103089,Ari,Law,3.32,2018-12-25
103090,Ari,Engineering,3.38,2018-01-29
103091,Budi,Computer Science,3.9,2022-10-01
103092,Ari,Business,3.27,2020-02-18
103093,Ari,Engineering,3.51,2021-01-13
103094,Budi,Business,2.9,2019-04-02
103095,Ari,Engineering,3.61,2021-01-30
103096,Dina,Law,3.02,2021-01-25
103097,Eka,Law,2.01,2019-02-18
103098,Budi,Business,3.4,2022-07-16
103099,Dina,Computer Science,3.52,2019-05-02
103100,Cici,Law,2.98,2022-03-27
103101,Dina,Law,3.55,2021-09-05
103102,Dina,Computer Science,2.9,2018-08-19
103103,Eka,Computer Science,2.72,2019-09-24
103104,Dina,Engineering,2.3,2018-08-14
103105,Ari,Law,3.46,2022-05-17
103106,Budi,Law,3.26,2019-09-02
103107,Eka,Law,3.37,2022-09-15
103108,Eka,Business,3.62,2018-07-23
103109,Dina,Business,3.11,2018-07-16
103110,Dina,Business,3.89,2018-02-11
103111,Eka,Engineering,2.73,2018-02-27
103112,Cici,Computer Science,2.56,2019-04-23
103113,Budi,Engineering,3.68,2021-05-31
103114,Ari,Engineering,3.28,2018-03-04
103115,Ari,Law,2.68,2022-11-25
103116,Dina,Law,2.92,2020-09-18
103117,Cici,Computer Science,3.75,2022-08-02
103118,Cici,Engineering,2.35,2018-03-20
103119,Ari,Business,3.66,2019-07-11
103120,Cici,Law,3.13,2022-04-18
103121,Dina,Law,2.51,2021-12-12
103122,Budi,Engineering,3.53,2022-01-27
103123,Budi,Business,3.83,2019-02-09
103124,Ari,Computer Science,3.92,2018-10-20
103125,Budi,Engineering,2.23,2020-08-17
103126,Cici,Business,3.41,2018-08-12
103127,Cici,Engineering,3.91,2018-11-07
103128,Budi,Law,3.53,2018-03-23
103129,Ari,Business,3.28,2022-04-13
103130,Dina,Computer Science,2.8,2022-01-27
103131,Dina,Law,3.4,2022-04-26
103132,Budi,Engineering,2.07,2019-01-11
103133,Cici,Business,2.34,2022-04-28
103134,Cici,Law,2.87,2021-03-10
103135,Ari,Law,3.9,2022-12-27
103136,Cici,Business,3.25,2022-02-19
103137,Ari,Business,3.74,2019-05-25
103138,Eka,Law,3.61,2022-07-17
103139,Cici,Engineering,3.12,2021-08-02
103140,Cici,Engineering,2.58,2022-08-30
103141,Ari,Engineering,2.84,2019-10-26
103142,Dina,Business,2.08,2022-06-04
103143,Cici,Computer Science,2.33,2018-08-31
103144,Eka,Engineering,2.55,2022-04-21
103145,Dina,Business,3.95,2021-08-16
103146,Cici,Law,3.07,2019-04-21
103147,Dina,Business,3.82,2018-04-29
103148,Ari,Computer Science,3.09,2019-10-16
103149,Eka,Law,3.63,2021-01-03
103150,Budi,Business,2.29,2022-12-11
103151,Budi,Business,3.84,2018-11-22
103152,Eka,Engineering,2.6,2022-12-16
103153,Budi,Law,3.93,2018-02-26
103154,Budi,Computer Science,3.59,2021-11-09
103155,Budi,Computer Science,2.21,2020-05-11
103156,Budi,Business,2.65,2018-12-18
103157,Budi,Computer Science,2.4,2019-03-11
103158,Cici,Business,3.71,2022-04-14
103159,Budi,Business,2.46,2021-12-31
103160,Ari,Computer Science,2.52,2019-03-10
103161,Dina,Business,3.16,2022-04-10
103162,Budi,Computer Science,3.9,2022-07-14
103163,Cici,Law,2.81,2020-04-18
103164,Eka,Computer Science,3.99,2018-10-01
103165,Budi,Business,2.14,2018-12-26
103166,Cici,Computer Science,2.4,2020-07-19
103167,Eka,Business,3.77,2022-05-16
103168,Ari,Computer Science,3.19,2019-06-10
103169,Cici,Engineering,3.43,2019-05-11
103170,Eka,Business,2.15,2021-07-27
103171,Eka,Computer Science,2.44,2018-03-14
103172,Eka,Engineering,2.54,2018-08-06
103173,Ari,Engineering,3.89,2019-02-07
103174,Dina,Engineering,2.34,2020-07-26
103175,Ari,Engineering,3.32,2020-11-04
103176,Dina,Law,3.16,2019-08-31
103177,Dina,Engineering,3.31,2021-05-21
103178,Ari,Business,2.43,2021-09-14
103179,Dina,Business,3.5,2019-07-11
103180,Eka,Business,3.5,2021-08-10
103181,Eka,Engineering,3.79,2018-06-21
103182,Eka,Business,3.47,2020-08-27
103183,Budi,Computer Science,3.12,2020-02-17
103184,Ari,Law,2.68,2020-05-20
103185,Cici,Law,2.24,2019-06-28
103186,Ari,Business,2.08,2020-11-16
103187,Budi,Engineering,3.83,2018-02-09
103188,Budi,Business,2.65,2021-07-15
103189,Dina,Engineering,2.26,2019-05-09
103190,Cici,Business,3.32,2021-10-16
103191,Eka,Law,2.88,2018-03-28
103192,Budi,Engineering,3.18,2021-02-17
103193,Budi,Engineering,3.0,2021-11-17
103194,Ari,Engineering,3.31,2022-03-10
